,mm
1992-10-14,7.174285714285714
1992-10-21,2.391428571428571
1992-10-28,11.511666666666668
1992-11-04,9.000000000000002
1992-11-11,4.895714285714286
1992-11-18,9.065714285714286
1992-11-25,9.424285714285714
1992-12-02,6.543333333333334
1992-12-09,10.095714285714285
1992-12-16,7.825714285714284
1992-12-23,2.341111111111111
1993-01-01,10.455
1993-01-08,4.882857142857143
1993-01-15,16.71
1993-01-22,13.918571428571425
1993-01-29,14.547999999999998
1993-02-05,10.74
1993-02-12,12.865714285714288
1993-02-19,8.088333333333333
1993-02-26,2.105
1993-03-05,6.824285714285715
1993-03-12,10.364285714285714
1993-03-19,10.14
1993-03-26,11.20142857142857
1993-04-02,2.404
1993-04-09,4.7057142857142855
1993-04-16,12.47714285714286
1993-04-23,9.411428571428573
1993-04-30,7.894
1993-05-07,2.115714285714285
1993-05-14,8.137142857142857
1993-05-21,7.82142857142857
1993-05-28,7.648571428571429
1993-06-04,9.411666666666667
1993-06-11,4.7457142857142856
1993-06-18,1.195714285714286
1993-06-25,10.965714285714284
1993-07-02,6.925714285714285
1993-07-09,6.890000000000001
1993-07-16,6.0200000000000005
1993-07-23,6.727142857142858
1993-07-30,13.45857142857143
1993-08-06,6.4557142857142855
1993-08-13,3.825714285714286
1993-08-20,4.208333333333333
1993-08-27,5.767142857142858
1993-09-03,7.972857142857143
1993-09-10,6.127142857142857
1993-09-17,4.7542857142857144
1993-09-24,6.8500000000000005
1993-10-01,5.795714285714285
1993-10-08,9.187142857142858
1993-10-15,10.941428571428572
1993-10-22,10.332857142857142
1993-10-29,4.127142857142857
1993-11-05,3.867142857142857
1993-11-12,15.005714285714285
1993-11-19,11.95
1993-11-26,9.782857142857141
1993-12-03,3.5928571428571425
1993-12-10,8.534285714285716
1993-12-17,12.482857142857144
1993-12-24,5.9937499999999995
1994-01-01,7.647142857142856
1994-01-08,7.8114285714285705
1994-01-15,3.9285714285714284
1994-01-22,5.154285714285715
1994-01-29,14.737142857142857
1994-02-05,11.754285714285713
1994-02-12,7.477142857142857
1994-02-19,13.78714285714286
1994-02-26,15.382857142857144
1994-03-05,15.295714285714284
1994-03-12,4.961428571428572
1994-03-19,11.370000000000001
1994-03-26,9.444285714285714
1994-04-02,4.032857142857143
1994-04-09,13.715714285714286
1994-04-16,9.120000000000001
1994-04-23,12.868571428571428
1994-04-30,7.651428571428572
1994-05-07,2.6757142857142857
1994-05-14,5.755714285714285
1994-05-21,14.375714285714286
1994-05-28,7.357142857142856
1994-06-04,6.259999999999999
1994-06-11,10.502857142857142
1994-06-18,16.695714285714285
1994-06-25,9.345714285714285
1994-07-02,10.892857142857142
1994-07-09,5.567142857142858
1994-07-16,3.0814285714285714
1994-07-23,7.5200000000000005
1994-07-30,5.465714285714285
1994-08-06,10.077142857142858
1994-08-13,9.162857142857144
1994-08-20,8.122857142857141
1994-08-27,2.4099999999999997
1994-09-03,9.741428571428571
1994-09-10,6.687142857142858
1994-09-17,6.382857142857143
1994-09-24,9.765714285714287
1994-10-01,5.1657142857142855
1994-10-08,7.482857142857144
1994-10-15,4.7
1994-10-22,6.322857142857144
1994-10-29,13.11
1994-11-05,11.678571428571427
1994-11-12,5.7700000000000005
1994-11-19,11.504285714285714
1994-11-26,13.151428571428571
1994-12-03,6.13857142857143
1994-12-10,11.282857142857143
1994-12-17,7.15142857142857
1994-12-24,10.6325
1995-01-01,11.741428571428571
1995-01-08,1.9085714285714286
1995-01-15,25.988571428571426
1995-01-22,13.494285714285715
1995-01-29,11.975714285714286
1995-02-05,3.124285714285715
1995-02-12,6.885714285714286
1995-02-19,6.405714285714285
1995-02-26,3.4342857142857146
1995-03-05,7.227142857142858
1995-03-12,12.534285714285714
1995-03-19,15.102857142857143
1995-03-26,7.101428571428572
1995-04-02,6.640000000000001
1995-04-09,3.642857142857143
1995-04-16,11.605714285714285
1995-04-23,3.4985714285714287
1995-04-30,5.978571428571428
1995-05-07,11.98
1995-05-14,17.69571428571429
1995-05-21,11.668571428571427
1995-05-28,13.450000000000001
1995-06-04,3.5300000000000002
1995-06-11,7.4314285714285715
1995-06-18,6.497142857142856
1995-06-25,8.451428571428572
1995-07-02,8.254285714285714
1995-07-09,9.638571428571428
1995-07-16,3.7842857142857147
1995-07-23,4.608571428571429
1995-07-30,13.147142857142859
1995-08-06,14.41285714285714
1995-08-13,7.409999999999999
1995-08-20,0.3071428571428571
1995-08-27,2.001428571428572
1995-09-03,6.5828571428571445
1995-09-10,12.358571428571429
1995-09-17,1.9142857142857144
1995-09-24,9.021428571428572
1995-10-01,3.0316666666666667
1995-10-08,15.51
1995-10-15,8.385714285714284
1995-10-22,6.219999999999999
1995-10-29,12.39
1995-11-05,3.9857142857142853
1995-11-12,4.632857142857143
1995-11-19,15.668571428571427
1995-11-26,7.169999999999999
1995-12-03,11.535714285714286
1995-12-10,2.152857142857143
1995-12-17,11.057142857142859
1995-12-24,10.8675
1996-01-01,9.064285714285713
1996-01-08,4.2714285714285705
1996-01-15,9.096666666666666
1996-01-22,10.83
1996-01-29,8.53
1996-02-05,11.450000000000001
1996-02-12,13.758571428571427
1996-02-19,7.321428571428571
1996-02-26,5.5683333333333325
1996-03-04,5.887142857142856
1996-03-11,13.579999999999998
1996-03-18,10.211428571428572
1996-03-25,4.351428571428571
1996-04-01,3.9299999999999997
1996-04-08,13.332857142857145
1996-04-15,14.308571428571428
1996-04-22,5.405714285714285
1996-04-29,4.569999999999999
1996-05-06,6.2457142857142856
1996-05-13,13.685714285714285
1996-05-20,17.48
1996-05-27,9.434285714285716
1996-06-03,10.389999999999999
1996-06-10,9.81
1996-06-17,10.962857142857143
1996-06-24,8.437142857142858
1996-07-01,3.2028571428571433
1996-07-08,5.922857142857142
1996-07-15,1.6057142857142854
1996-07-22,11.597142857142858
1996-07-29,13.80285714285714
1996-08-05,4.207142857142856
1996-08-12,7.90142857142857
1996-08-19,4.164285714285714
1996-08-26,5.405714285714287
1996-09-02,5.791428571428573
1996-09-09,4.458571428571429
1996-09-16,14.427142857142858
1996-09-23,5.624285714285714
1996-09-30,11.238571428571431
1996-10-07,8.034285714285714
1996-10-14,8.584285714285716
1996-10-21,7.429999999999999
1996-10-28,11.320000000000002
1996-11-04,11.547142857142855
1996-11-11,4.685714285714285
1996-11-18,5.269999999999999
1996-11-25,9.207142857142857
1996-12-02,6.0299999999999985
1996-12-09,7.144285714285715
1996-12-16,6.117142857142857
1996-12-23,3.9244444444444446
1997-01-01,5.412857142857142
1997-01-08,6.418571428571428
1997-01-15,5.687142857142857
1997-01-22,6.187142857142858
1997-01-29,0.7357142857142858
1997-02-05,2.2828571428571425
1997-02-12,10.684285714285716
1997-02-19,12.571428571428571
1997-02-26,2.3942857142857146
1997-03-05,2.1300000000000003
1997-03-12,13.04857142857143
1997-03-19,6.237142857142857
1997-03-26,15.061428571428568
1997-04-02,4.752857142857143
1997-04-09,7.971428571428572
1997-04-16,8.700000000000001
1997-04-23,15.354285714285718
1997-04-30,9.612857142857143
1997-05-07,10.247142857142858
1997-05-14,14.752857142857142
1997-05-21,3.141428571428571
1997-05-28,8.628571428571428
1997-06-04,15.289999999999997
1997-06-11,9.667142857142855
1997-06-18,6.402857142857144
1997-06-25,1.4857142857142855
1997-07-02,12.672857142857142
1997-07-09,2.9771428571428573
1997-07-16,1.2142857142857142
1997-07-23,4.774285714285715
1997-07-30,13.92
1997-08-06,7.452857142857143
1997-08-13,10.785714285714286
1997-08-20,9.73857142857143
1997-08-27,4.977142857142857
1997-09-03,10.255714285714285
1997-09-10,4.1414285714285715
1997-09-17,8.84142857142857
1997-09-24,3.3142857142857145
1997-10-01,7.461428571428571
1997-10-08,6.502857142857143
1997-10-15,6.861428571428571
1997-10-22,9.780000000000001
1997-10-29,12.974285714285715
1997-11-05,2.262857142857143
1997-11-12,8.179999999999998
1997-11-19,10.56
1997-11-26,10.604285714285712
1997-12-03,9.684285714285712
1997-12-10,12.6
1997-12-17,11.085714285714285
1997-12-24,7.865
1998-01-01,2.2028571428571433
1998-01-08,12.06857142857143
1998-01-15,13.430000000000001
1998-01-22,5.361428571428571
1998-01-29,12.47857142857143
1998-02-05,1.5942857142857143
1998-02-12,6.217142857142856
1998-02-19,7.548571428571428
1998-02-26,16.43857142857143
1998-03-05,4.4
1998-03-12,15.145714285714288
1998-03-19,8.074285714285715
1998-03-26,7.982857142857143
1998-04-02,12.288571428571428
1998-04-09,10.584285714285715
1998-04-16,6.178571428571429
1998-04-23,5.577142857142857
1998-04-30,7.857142857142857
1998-05-07,4.44
1998-05-14,1.0957142857142856
1998-05-21,4.5200000000000005
1998-05-28,14.132857142857144
1998-06-04,8.345714285714283
1998-06-11,10.771428571428572
1998-06-18,7.824285714285715
1998-06-25,3.5942857142857143
1998-07-02,6.831428571428572
1998-07-09,4.318571428571429
1998-07-16,13.918571428571427
1998-07-23,7.1000000000000005
1998-07-30,7.299999999999999
1998-08-06,5.154285714285714
1998-08-13,2.347142857142857
1998-08-20,6.252857142857144
1998-08-27,17.334285714285716
1998-09-03,12.285714285714288
1998-09-10,7.44
1998-09-17,5.545714285714285
1998-09-24,4.990000000000001
1998-10-01,6.031428571428571
1998-10-08,4.930000000000001
1998-10-15,11.26
1998-10-22,8.64
1998-10-29,10.792857142857143
1998-11-05,1.4628571428571429
1998-11-12,7.334285714285713
1998-11-19,9.687142857142858
1998-11-26,9.355714285714285
1998-12-03,6.073333333333334
1998-12-10,6.188571428571429
1998-12-17,7.241428571428571
1998-12-24,2.295
1999-01-01,20.43857142857143
1999-01-08,9.435714285714285
1999-01-15,19.755000000000003
1999-01-22,4.51
1999-01-29,12.655714285714286
1999-02-05,3.065714285714286
1999-02-12,8.184285714285714
1999-02-19,8.875714285714285
1999-02-26,17.75142857142857
1999-03-05,10.455714285714285
1999-03-12,6.178571428571429
1999-03-19,10.264285714285714
1999-03-26,14.440000000000001
1999-04-02,5.814285714285715
1999-04-09,6.969999999999999
1999-04-16,6.68
1999-04-23,14.40142857142857
1999-04-30,10.164285714285713
1999-05-07,7.385714285714285
1999-05-14,4.841428571428572
1999-05-21,1.5114285714285713
1999-05-28,6.987142857142856
1999-06-04,9.498571428571427
1999-06-11,4.148571428571429
1999-06-18,8.707142857142857
1999-06-25,17.59285714285714
1999-07-02,7.3357142857142845
1999-07-09,3.7085714285714286
1999-07-16,8.167142857142858
1999-07-23,14.28
1999-07-30,10.944285714285714
1999-08-06,3.8000000000000003
1999-08-13,7.0442857142857145
1999-08-20,3.775714285714286
1999-08-27,6.844285714285713
1999-09-03,6.721428571428571
1999-09-10,11.917142857142858
1999-09-17,5.505714285714286
1999-09-24,7.671428571428572
1999-10-01,8.892857142857142
1999-10-08,11.94285714285714
1999-10-15,4.095714285714286
1999-10-22,6.64142857142857
1999-10-29,18.935714285714287
1999-11-05,8.041428571428572
1999-11-12,7.062857142857141
1999-11-19,10.657142857142858
1999-11-26,10.375714285714285
1999-12-03,8.58
1999-12-10,10.995
1999-12-17,13.45142857142857
1999-12-24,2.5987500000000003
2000-01-01,9.63
2000-01-08,3.425714285714286
2000-01-15,3.9942857142857138
2000-01-22,10.284285714285716
2000-01-29,8.92
2000-02-05,12.459999999999999
2000-02-12,2.992857142857143
2000-02-19,11.388571428571428
2000-02-26,14.071428571428571
2000-03-04,6.131428571428571
2000-03-11,8.245714285714287
2000-03-18,11.267142857142856
2000-03-25,16.944285714285716
2000-04-01,8.064285714285713
2000-04-08,9.569999999999999
2000-04-15,11.88714285714286
2000-04-22,8.695714285714285
2000-04-29,24.00714285714286
2000-05-06,8.648571428571428
2000-05-13,11.641428571428573
2000-05-20,4.282857142857142
2000-05-27,9.752857142857144
2000-06-03,12.164285714285713
2000-06-10,10.207142857142857
2000-06-17,7.339999999999998
2000-06-24,2.7842857142857147
2000-07-01,5.329999999999999
2000-07-08,11.432857142857143
2000-07-15,5.307142857142857
2000-07-22,4.418571428571428
2000-07-29,4.682857142857142
2000-08-05,6.375714285714286
2000-08-12,4.394285714285714
2000-08-19,6.771428571428572
2000-08-26,4.642857142857143
2000-09-02,16.981428571428573
2000-09-09,12.745714285714286
2000-09-16,7.118571428571428
2000-09-23,15.715714285714284
2000-09-30,5.948571428571428
2000-10-07,3.788571428571428
2000-10-14,9.552857142857144
2000-10-21,7.315714285714285
2000-10-28,4.935714285714286
2000-11-04,8.921428571428573
2000-11-11,9.692857142857145
2000-11-18,2.538571428571429
2000-11-25,3.484285714285714
2000-12-02,5.112857142857145
2000-12-09,3.101428571428571
2000-12-16,1.3800000000000001
2000-12-23,15.618888888888891
2001-01-01,15.617142857142854
2001-01-08,6.922857142857144
2001-01-15,9.578571428571427
2001-01-22,12.79142857142857
2001-01-29,9.204285714285714
2001-02-05,3.905714285714286
2001-02-12,4.701428571428571
2001-02-19,6.734285714285713
2001-02-26,11.867142857142856
2001-03-05,2.5028571428571427
2001-03-12,12.297142857142857
2001-03-19,14.139999999999997
2001-03-26,7.131428571428571
2001-04-02,11.755714285714287
2001-04-09,10.387142857142859
2001-04-16,11.197142857142856
2001-04-23,8.484285714285713
2001-04-30,7.337142857142857
2001-05-07,13.08285714285714
2001-05-14,7.821428571428571
2001-05-21,13.218571428571428
2001-05-28,16.084285714285716
2001-06-04,12.047142857142855
2001-06-11,14.088571428571429
2001-06-18,0.4485714285714285
2001-06-25,3.902857142857143
2001-07-02,16.124285714285712
2001-07-09,8.721428571428573
2001-07-16,7.518571428571428
2001-07-23,4.541428571428571
2001-07-30,7.077142857142858
2001-08-06,3.5014285714285722
2001-08-13,1.0642857142857143
2001-08-20,4.751428571428572
2001-08-27,11.909999999999998
2001-09-03,10.268571428571429
2001-09-10,5.948571428571428
2001-09-17,4.091428571428572
2001-09-24,8.95
2001-10-01,6.265714285714284
2001-10-08,12.478571428571428
2001-10-15,9.015714285714285
2001-10-22,7.134285714285715
2001-10-29,19.135714285714283
2001-11-05,8.812857142857144
2001-11-12,9.532857142857143
2001-11-19,4.96
2001-11-26,8.59142857142857
2001-12-03,3.607142857142857
2001-12-10,10.515714285714285
2001-12-17,8.005714285714285
2001-12-24,14.06875
2002-01-01,16.305714285714288
2002-01-08,10.039999999999997
2002-01-15,17.295714285714283
2002-01-22,8.485714285714286
2002-01-29,7.952857142857144
2002-02-05,7.645714285714286
2002-02-12,5.978571428571428
2002-02-19,11.448571428571428
2002-02-26,6.67
2002-03-05,6.827142857142857
2002-03-12,8.622857142857143
2002-03-19,15.774285714285714
2002-03-26,12.907142857142855
2002-04-02,5.725714285714285
2002-04-09,14.852857142857143
2002-04-16,6.512857142857143
2002-04-23,8.578571428571427
2002-04-30,9.042857142857143
2002-05-07,2.0028571428571427
2002-05-14,7.321428571428571
2002-05-21,5.934285714285715
2002-05-28,13.940000000000001
2002-06-04,4.537142857142857
2002-06-11,10.171428571428569
2002-06-18,0.45428571428571424
2002-06-25,0.45428571428571424
2002-07-02,4.152857142857144
2002-07-09,3.0899999999999994
2002-07-16,9.364285714285714
2002-07-23,12.847142857142858
2002-07-30,7.42
2002-08-06,6.328571428571428
2002-08-13,4.53
2002-08-20,5.542857142857144
2002-08-27,11.481428571428571
2002-09-03,5.628571428571429
2002-09-10,3.611428571428571
2002-09-17,5.508571428571429
2002-09-24,10.14
2002-10-01,4.985714285714286
2002-10-08,2.575714285714286
2002-10-15,6.991428571428571
2002-10-22,12.824285714285717
2002-10-29,8.832857142857142
2002-11-05,7.808571428571428
2002-11-12,7.748571428571428
2002-11-19,8.592857142857142
2002-11-26,6.1428571428571415
2002-12-03,14.05285714285714
2002-12-10,6.0528571428571425
2002-12-17,21.675714285714285
2002-12-24,8.77
2003-01-01,6.590000000000002
2003-01-08,10.594285714285714
2003-01-15,11.827142857142858
2003-01-22,4.371428571428572
2003-01-29,8.235714285714286
2003-02-05,15.055714285714288
2003-02-12,8.374285714285714
2003-02-19,20.97142857142857
2003-02-26,9.28
2003-03-05,10.924285714285714
2003-03-12,18.217142857142857
2003-03-19,13.732857142857144
2003-03-26,9.52142857142857
2003-04-02,9.852857142857143
2003-04-09,4.565714285714286
2003-04-16,11.982857142857142
2003-04-23,9.245714285714286
2003-04-30,14.134285714285719
2003-05-07,9.171428571428573
2003-05-14,2.207142857142857
2003-05-21,24.738571428571426
2003-05-28,9.224285714285713
2003-06-04,19.770000000000003
2003-06-11,7.088571428571428
2003-06-18,13.1
2003-06-25,5.851428571428571
2003-07-02,6.71142857142857
2003-07-09,5.11142857142857
2003-07-16,0.7485714285714286
2003-07-23,4.241428571428571
2003-07-30,13.748571428571429
2003-08-06,14.504285714285714
2003-08-13,6.482857142857143
2003-08-20,5.327142857142856
2003-08-27,2.434285714285714
2003-09-03,9.629999999999999
2003-09-10,5.148571428571429
2003-09-17,12.59142857142857
2003-09-24,12.634285714285713
2003-10-01,10.878571428571428
2003-10-08,6.832857142857142
2003-10-15,5.894285714285715
2003-10-22,6.34142857142857
2003-10-29,4.7385714285714275
2003-11-05,7.411428571428571
2003-11-12,13.885714285714288
2003-11-19,13.117142857142856
2003-11-26,5.684285714285714
2003-12-03,5.087142857142857
2003-12-10,6.167142857142856
2003-12-17,6.162857142857142
2003-12-24,13.588750000000001
2004-01-01,14.531428571428572
2004-01-08,13.825714285714286
2004-01-15,1.4300000000000002
2004-01-22,0.6114285714285714
2004-01-29,6.771428571428571
2004-02-05,5.971428571428571
2004-02-12,13.205714285714285
2004-02-19,10.808571428571428
2004-02-26,8.898571428571428
2004-03-04,12.077142857142858
2004-03-11,14.05857142857143
2004-03-18,18.72714285714286
2004-03-25,12.14
2004-04-01,2.7028571428571433
2004-04-08,9.505714285714285
2004-04-15,14.517142857142856
2004-04-22,6.348571428571427
2004-04-29,10.28714285714286
2004-05-06,11.105714285714287
2004-05-13,24.931428571428572
2004-05-20,8.03
2004-05-27,11.600000000000003
2004-06-03,5.941428571428573
2004-06-10,3.8614285714285717
2004-06-17,8.847142857142858
2004-06-24,5.758571428571429
2004-07-01,12.781428571428572
2004-07-08,4.321428571428571
2004-07-15,5.57
2004-07-22,13.137142857142857
2004-07-29,7.858571428571428
2004-08-05,17.854285714285716
2004-08-12,7.424285714285715
2004-08-19,4.0442857142857145
2004-08-26,20.520000000000003
2004-09-02,10.966666666666667
2004-09-09,4.9957142857142856
2004-09-16,11.005714285714285
2004-09-23,9.091428571428573
2004-09-30,4.403333333333333
2004-10-07,4.872857142857143
2004-10-14,7.8500000000000005
2004-10-21,8.230000000000002
2004-10-28,5.865714285714285
2004-11-04,4.727142857142858
2004-11-11,7.569999999999999
2004-11-18,12.194285714285712
2004-11-25,11.09
2004-12-02,3.6799999999999997
2004-12-09,11.292857142857144
2004-12-16,21.025714285714287
2004-12-23,4.623333333333332
2005-01-01,11.825714285714286
2005-01-08,6.052857142857143
2005-01-15,3.5171428571428573
2005-01-22,11.478571428571431
2005-01-29,18.060000000000002
2005-02-05,4.867142857142857
2005-02-12,9.765714285714285
2005-02-19,4.485714285714286
2005-02-26,11.101428571428572
2005-03-05,1.3214285714285714
2005-03-12,21.56857142857143
2005-03-19,9.868571428571428
2005-03-26,10.570000000000002
2005-04-02,4.528571428571429
2005-04-09,5.337142857142858
2005-04-16,9.448571428571428
2005-04-23,9.422857142857143
2005-04-30,8.73
2005-05-07,3.6599999999999997
2005-05-14,7.49
2005-05-21,8.175714285714287
2005-05-28,10.618571428571428
2005-06-04,3.262857142857143
2005-06-11,13.72166666666667
2005-06-18,4.0
2005-06-25,6.240000000000001
2005-07-02,21.922857142857143
2005-07-09,9.258571428571429
2005-07-16,8.331428571428571
2005-07-23,1.6185714285714285
2005-07-30,3.207142857142857
2005-08-06,4.555714285714285
2005-08-13,7.45857142857143
2005-08-20,4.2128571428571435
2005-08-27,6.818571428571429
2005-09-03,15.512857142857143
2005-09-10,3.3542857142857136
2005-09-17,2.791428571428572
2005-09-24,8.257142857142856
2005-10-01,13.39285714285714
2005-10-08,7.761428571428572
2005-10-15,13.819999999999997
2005-10-22,10.51142857142857
2005-10-29,13.292857142857144
2005-11-05,5.182857142857143
2005-11-12,10.602857142857143
2005-11-19,13.285714285714281
2005-11-26,10.287142857142856
2005-12-03,6.660000000000001
2005-12-10,16.647142857142857
2005-12-17,7.71
2005-12-24,9.76375
2006-01-01,8.025714285714285
2006-01-08,16.61285714285714
2006-01-15,8.637142857142859
2006-01-22,5.7442857142857155
2006-01-29,4.800000000000002
2006-02-05,9.185714285714285
2006-02-12,3.16
2006-02-19,11.370000000000001
2006-02-26,11.48857142857143
2006-03-05,14.964285714285714
2006-03-12,18.830000000000002
2006-03-19,11.09714285714286
2006-03-26,12.448571428571428
2006-04-02,3.7100000000000004
2006-04-09,9.292857142857144
2006-04-16,4.707142857142857
2006-04-23,15.501428571428571
2006-04-30,19.150000000000002
2006-05-07,9.028571428571428
2006-05-14,6.742857142857143
2006-05-21,14.284285714285714
2006-05-28,15.547142857142855
2006-06-04,3.505714285714286
2006-06-11,13.747142857142858
2006-06-18,6.728571428571428
2006-06-25,3.0657142857142854
2006-07-02,13.23142857142857
2006-07-09,8.862857142857143
2006-07-16,1.1428571428571428
2006-07-23,8.3
2006-07-30,9.08714285714286
2006-08-06,10.565714285714284
2006-08-13,9.207142857142856
2006-08-20,7.037142857142858
2006-08-27,12.524285714285714
2006-09-03,8.608571428571429
2006-09-10,10.349999999999998
2006-09-17,17.835714285714285
2006-09-24,12.412857142857144
2006-10-01,12.291428571428572
2006-10-08,9.180000000000001
2006-10-15,9.734285714285715
2006-10-22,5.04
2006-10-29,21.539999999999996
2006-11-05,15.602857142857143
2006-11-12,8.922857142857142
2006-11-19,9.992857142857144
2006-11-26,11.935714285714283
2006-12-03,11.107142857142858
2006-12-10,15.205714285714285
2006-12-17,17.35571428571429
2006-12-24,7.3725
2007-01-01,7.987142857142857
2007-01-08,9.715714285714286
2007-01-15,11.11
2007-01-22,15.097142857142856
2007-01-29,14.251428571428571
2007-02-05,2.422857142857143
2007-02-12,2.741428571428571
2007-02-19,8.772857142857143
2007-02-26,5.702857142857143
2007-03-05,3.6028571428571428
2007-03-12,9.915714285714285
2007-03-19,25.134285714285713
2007-03-26,13.48
2007-04-02,12.304285714285715
2007-04-09,15.242857142857144
2007-04-16,22.271428571428572
2007-04-23,15.05
2007-04-30,7.308571428571428
2007-05-07,1.8757142857142857
2007-05-14,9.22
2007-05-21,10.517142857142856
2007-05-28,5.361428571428571
2007-06-04,8.828571428571427
2007-06-11,10.157142857142858
2007-06-18,1.6300000000000001
2007-06-25,1.8499999999999999
2007-07-02,12.48
2007-07-09,11.857142857142858
2007-07-16,5.164285714285714
2007-07-23,10.577142857142858
2007-07-30,2.4542857142857146
2007-08-06,12.415714285714285
2007-08-13,1.294285714285714
2007-08-20,1.9900000000000002
2007-08-27,11.748571428571427
2007-09-03,8.632857142857144
2007-09-10,14.05857142857143
2007-09-17,7.097142857142858
2007-09-24,6.575714285714286
2007-10-01,12.81857142857143
2007-10-08,7.830000000000001
2007-10-15,17.472857142857144
2007-10-22,5.025714285714286
2007-10-29,13.388571428571426
2007-11-05,4.562857142857143
2007-11-12,8.251428571428573
2007-11-19,16.51142857142857
2007-11-26,16.531428571428574
2007-12-03,6.942857142857143
2007-12-10,13.618571428571428
2007-12-17,16.424285714285713
2007-12-24,11.305
2008-01-01,7.5928571428571425
2008-01-08,8.267142857142858
2008-01-15,14.655714285714282
2008-01-22,15.714285714285714
2008-01-29,10.218571428571428
2008-02-05,3.6128571428571434
2008-02-12,18.349999999999998
2008-02-19,14.475714285714286
2008-02-26,28.74285714285715
2008-03-04,3.0614285714285714
2008-03-11,7.962857142857142
2008-03-18,8.875714285714286
2008-03-25,15.285714285714286
2008-04-01,2.6585714285714284
2008-04-08,10.308333333333334
2008-04-15,6.007142857142858
2008-04-22,6.017142857142857
2008-04-29,6.8914285714285715
2008-05-06,4.267142857142857
2008-05-13,6.527142857142857
2008-05-20,10.29142857142857
2008-05-27,4.804285714285713
2008-06-03,8.148571428571428
2008-06-10,18.062857142857144
2008-06-17,12.84
2008-06-24,0.0
2008-07-01,12.522857142857143
