,mm
2003-08-13,6.482857142857142
2003-08-20,5.327142857142857
2003-08-27,2.434285714285714
2003-09-03,9.629999999999999
2003-09-10,5.148571428571429
2003-09-17,12.591428571428569
2003-09-24,12.634285714285713
2003-10-01,10.87857142857143
2003-10-08,6.832857142857144
2003-10-15,5.894285714285714
2003-10-22,6.341428571428572
2003-10-29,4.738571428571428
2003-11-05,7.411428571428571
2003-11-12,13.885714285714286
2003-11-19,13.117142857142856
2003-11-26,5.684285714285714
2003-12-03,5.087142857142857
2003-12-10,6.167142857142858
2003-12-17,6.162857142857143
2003-12-24,13.588750000000001
2004-01-01,14.531428571428572
2004-01-08,13.825714285714286
2004-01-15,1.4299999999999997
2004-01-22,0.6114285714285714
2004-01-29,6.771428571428571
2004-02-05,5.971428571428571
2004-02-12,13.205714285714285
2004-02-19,10.80857142857143
2004-02-26,8.89857142857143
2004-03-04,12.077142857142858
2004-03-11,14.058571428571428
2004-03-18,18.72714285714286
2004-03-25,12.14
2004-04-01,2.7028571428571424
2004-04-08,9.505714285714285
2004-04-15,14.517142857142856
2004-04-22,6.348571428571428
2004-04-29,10.287142857142857
2004-05-06,11.105714285714285
2004-05-13,24.93142857142857
2004-05-20,8.03
2004-05-27,11.6
2004-06-03,5.941428571428571
2004-06-10,3.861428571428571
2004-06-17,8.847142857142858
2004-06-24,5.758571428571429
2004-07-01,12.781428571428572
2004-07-08,4.321428571428571
2004-07-15,5.57
2004-07-22,13.137142857142857
2004-07-29,7.8585714285714285
2004-08-05,17.854285714285712
2004-08-12,7.424285714285715
2004-08-19,4.0442857142857145
2004-08-26,20.52
2004-09-02,10.966666666666669
2004-09-09,4.9957142857142856
2004-09-16,11.005714285714287
2004-09-23,9.09142857142857
2004-09-30,4.403333333333333
2004-10-07,4.872857142857143
2004-10-14,7.8500000000000005
2004-10-21,8.229999999999999
2004-10-28,5.865714285714286
2004-11-04,4.727142857142857
2004-11-11,7.570000000000001
2004-11-18,12.194285714285712
2004-11-25,11.09
2004-12-02,3.68
2004-12-09,11.292857142857144
2004-12-16,21.025714285714287
2004-12-23,4.623333333333333
2005-01-01,11.825714285714286
2005-01-08,6.052857142857143
2005-01-15,3.517142857142857
2005-01-22,11.47857142857143
2005-01-29,18.06
2005-02-05,4.8671428571428565
2005-02-12,9.765714285714285
2005-02-19,4.485714285714286
2005-02-26,11.10142857142857
2005-03-05,1.3214285714285714
2005-03-12,21.56857142857143
2005-03-19,9.868571428571428
2005-03-26,10.570000000000002
2005-04-02,4.5285714285714285
2005-04-09,5.337142857142857
2005-04-16,9.448571428571428
2005-04-23,9.422857142857143
2005-04-30,8.729999999999999
2005-05-07,3.66
2005-05-14,7.49
2005-05-21,8.175714285714287
2005-05-28,10.618571428571428
2005-06-04,3.262857142857143
2005-06-11,13.721666666666666
2005-06-18,4.0
2005-06-25,6.24
2005-07-02,21.92285714285714
2005-07-09,9.258571428571429
2005-07-16,8.331428571428571
2005-07-23,1.6185714285714285
2005-07-30,3.2071428571428577
2005-08-06,4.555714285714285
2005-08-13,7.458571428571429
2005-08-20,4.2128571428571435
2005-08-27,6.818571428571429
2005-09-03,15.512857142857143
2005-09-10,3.3542857142857136
2005-09-17,2.7914285714285714
2005-09-24,8.257142857142856
2005-10-01,13.392857142857142
2005-10-08,7.761428571428572
2005-10-15,13.820000000000002
2005-10-22,10.51142857142857
2005-10-29,13.292857142857144
2005-11-05,5.182857142857142
2005-11-12,10.602857142857143
2005-11-19,13.285714285714286
2005-11-26,10.287142857142857
2005-12-03,6.660000000000001
2005-12-10,16.647142857142857
2005-12-17,7.71
2005-12-24,9.76375
2006-01-01,8.025714285714285
2006-01-08,16.612857142857145
2006-01-15,8.637142857142859
2006-01-22,5.7442857142857155
2006-01-29,4.8
2006-02-05,9.185714285714285
2006-02-12,3.1599999999999997
2006-02-19,11.370000000000001
2006-02-26,11.48857142857143
2006-03-05,14.964285714285714
2006-03-12,18.830000000000005
2006-03-19,11.097142857142856
2006-03-26,12.448571428571428
2006-04-02,3.71
2006-04-09,9.292857142857143
2006-04-16,4.707142857142857
2006-04-23,15.501428571428571
2006-04-30,19.150000000000002
2006-05-07,9.028571428571428
2006-05-14,6.742857142857143
2006-05-21,14.284285714285716
2006-05-28,15.547142857142857
2006-06-04,3.505714285714286
2006-06-11,13.747142857142858
2006-06-18,6.728571428571428
2006-06-25,3.0657142857142854
2006-07-02,13.231428571428571
2006-07-09,8.862857142857143
2006-07-16,1.1428571428571428
2006-07-23,8.3
2006-07-30,9.087142857142856
2006-08-06,10.565714285714284
2006-08-13,9.207142857142857
2006-08-20,7.0371428571428565
2006-08-27,12.524285714285714
2006-09-03,8.608571428571429
2006-09-10,10.35
2006-09-17,17.835714285714285
2006-09-24,12.412857142857144
2006-10-01,12.291428571428572
2006-10-08,9.180000000000001
2006-10-15,9.734285714285715
2006-10-22,5.04
2006-10-29,21.54
2006-11-05,15.602857142857141
2006-11-12,8.922857142857142
2006-11-19,9.992857142857144
2006-11-26,11.935714285714283
2006-12-03,11.107142857142858
2006-12-10,15.205714285714285
2006-12-17,17.355714285714285
2006-12-24,7.3725
2007-01-01,7.9871428571428575
2007-01-08,9.715714285714286
2007-01-15,11.110000000000001
2007-01-22,15.097142857142856
2007-01-29,14.251428571428573
2007-02-05,2.422857142857143
2007-02-12,2.7414285714285715
2007-02-19,8.772857142857143
2007-02-26,5.702857142857143
2007-03-05,3.6028571428571428
2007-03-12,9.915714285714285
2007-03-19,25.134285714285713
2007-03-26,13.48
2007-04-02,12.304285714285713
2007-04-09,15.242857142857144
2007-04-16,22.27142857142857
2007-04-23,15.05
2007-04-30,7.308571428571428
2007-05-07,1.8757142857142857
2007-05-14,9.22
2007-05-21,10.517142857142858
2007-05-28,5.361428571428571
2007-06-04,8.828571428571427
2007-06-11,10.157142857142858
2007-06-18,1.6300000000000001
2007-06-25,1.8499999999999999
2007-07-02,12.48
2007-07-09,11.857142857142858
2007-07-16,5.164285714285714
2007-07-23,10.577142857142857
2007-07-30,2.454285714285714
2007-08-06,12.415714285714285
2007-08-13,1.294285714285714
2007-08-20,1.99
2007-08-27,11.748571428571429
2007-09-03,8.632857142857143
2007-09-10,14.058571428571428
2007-09-17,7.097142857142858
2007-09-24,6.575714285714286
2007-10-01,12.81857142857143
2007-10-08,7.829999999999999
2007-10-15,17.47285714285714
2007-10-22,5.025714285714286
2007-10-29,13.388571428571428
2007-11-05,4.562857142857143
2007-11-12,8.251428571428571
2007-11-19,16.51142857142857
2007-11-26,16.53142857142857
2007-12-03,6.942857142857143
2007-12-10,13.618571428571428
2007-12-17,16.424285714285716
2007-12-24,11.305
2008-01-01,7.5928571428571425
2008-01-08,8.267142857142858
2008-01-15,14.655714285714286
2008-01-22,15.714285714285714
2008-01-29,10.218571428571428
2008-02-05,3.6128571428571425
2008-02-12,18.349999999999998
2008-02-19,14.475714285714286
2008-02-26,28.742857142857144
2008-03-04,3.0614285714285714
2008-03-11,7.9628571428571435
2008-03-18,8.875714285714286
2008-03-25,15.285714285714283
2008-04-01,2.6585714285714284
2008-04-08,10.308333333333332
2008-04-15,6.007142857142857
2008-04-22,6.017142857142858
2008-04-29,6.8914285714285715
2008-05-06,4.267142857142857
2008-05-13,6.527142857142857
2008-05-20,10.29142857142857
2008-05-27,4.804285714285714
2008-06-03,8.148571428571428
2008-06-10,18.062857142857144
2008-06-17,12.84
2008-06-24,0.0
2008-07-01,12.522857142857143
2008-07-08,4.951428571428571
2008-07-15,7.4799999999999995
2008-07-22,6.3757142857142854
2008-07-29,5.801428571428572
2008-08-05,1.9785714285714284
2008-08-12,3.5185714285714282
2008-08-19,8.314285714285715
2008-08-26,4.734285714285714
2008-09-02,22.16142857142857
2008-09-09,8.222857142857142
2008-09-16,8.768571428571429
2008-09-23,3.468571428571429
2008-09-30,8.46857142857143
2008-10-07,16.314285714285713
2008-10-14,7.521428571428571
2008-10-21,6.228571428571429
2008-10-28,5.119999999999999
2008-11-04,6.082857142857143
2008-11-11,9.638571428571428
2008-11-18,11.587142857142856
2008-11-25,15.061428571428573
2008-12-02,8.682857142857143
2008-12-09,7.878571428571429
2008-12-16,7.872857142857143
2008-12-23,2.888888888888889
2009-01-01,11.477142857142855
2009-01-08,5.605714285714286
2009-01-15,9.157142857142857
2009-01-22,24.770000000000003
2009-01-29,13.731428571428568
2009-02-05,2.244285714285714
2009-02-12,16.47142857142857
2009-02-19,14.978571428571428
2009-02-26,15.867142857142856
2009-03-05,6.847142857142857
2009-03-12,10.865714285714287
2009-03-19,20.689999999999998
2009-03-26,12.041428571428572
2009-04-02,9.962857142857144
2009-04-09,9.624285714285715
2009-04-16,10.947142857142856
2009-04-23,8.182857142857141
2009-04-30,19.298571428571428
2009-05-07,7.414285714285714
2009-05-14,9.790000000000001
2009-05-21,3.690000000000001
2009-05-28,7.8671428571428565
2009-06-04,7.192857142857142
2009-06-11,8.657142857142857
2009-06-18,13.74
2009-06-25,12.157142857142857
2009-07-02,8.577142857142858
2009-07-09,5.572857142857143
2009-07-16,4.37
2009-07-23,6.797142857142858
2009-07-30,5.317142857142857
2009-08-06,12.889999999999999
2009-08-13,3.8314285714285714
2009-08-20,18.844285714285718
2009-08-27,6.981428571428571
2009-09-03,13.001428571428571
2009-09-10,6.998571428571428
2009-09-17,10.148571428571428
2009-09-24,6.929999999999999
2009-10-01,8.18142857142857
2009-10-08,13.03
2009-10-15,9.044285714285715
2009-10-22,8.462857142857143
2009-10-29,12.911428571428571
2009-11-05,4.35
2009-11-12,5.448571428571428
2009-11-19,5.817142857142857
2009-11-26,13.721428571428573
2009-12-03,3.6785714285714284
2009-12-10,13.224285714285715
2009-12-17,15.42
2009-12-24,10.8125
2010-01-01,12.707142857142856
2010-01-08,5.54
2010-01-15,9.02
2010-01-22,16.05857142857143
2010-01-29,5.6814285714285715
2010-02-05,7.005714285714285
2010-02-12,11.118571428571428
2010-02-19,11.525714285714287
2010-02-26,5.541428571428571
2010-03-05,6.562857142857142
2010-03-12,12.707142857142856
2010-03-19,7.821428571428571
2010-03-26,9.918571428571429
2010-04-02,11.555714285714286
2010-04-09,6.942857142857143
2010-04-16,8.06
2010-04-23,4.361428571428571
2010-04-30,6.037142857142858
2010-05-07,1.6257142857142857
2010-05-14,4.598571428571428
2010-05-21,12.205714285714285
2010-05-28,9.995714285714286
2010-06-04,5.915714285714286
2010-06-11,10.887142857142857
2010-06-18,3.4199999999999995
2010-06-25,12.342857142857143
2010-07-02,3.9385714285714286
2010-07-09,10.864285714285714
2010-07-16,1.162857142857143
2010-07-23,8.332857142857142
2010-07-30,4.272857142857143
2010-08-06,3.1128571428571434
2010-08-13,1.2228571428571429
2010-08-20,5.0
2010-08-27,8.79857142857143
2010-09-03,11.307142857142855
2010-09-10,7.348571428571428
2010-09-17,4.234285714285714
2010-09-24,2.1928571428571426
2010-10-01,16.254285714285714
2010-10-08,6.742857142857143
2010-10-15,5.938571428571428
2010-10-22,7.250000000000001
2010-10-29,5.22
2010-11-05,4.911428571428571
2010-11-12,6.227142857142857
2010-11-19,4.674285714285714
2010-11-26,6.902857142857143
2010-12-03,3.2514285714285713
2010-12-10,5.8742857142857146
2010-12-17,4.340000000000001
2010-12-24,3.00375
2011-01-01,11.65
2011-01-08,6.298571428571429
2011-01-15,11.05142857142857
2011-01-22,4.707142857142857
2011-01-29,8.88
2011-02-05,12.428571428571427
2011-02-12,11.888571428571428
2011-02-19,8.715714285714283
2011-02-26,7.752857142857143
2011-03-05,4.364285714285715
2011-03-12,3.7971428571428567
2011-03-19,12.614285714285714
2011-03-26,10.102857142857143
2011-04-02,11.567142857142857
2011-04-09,13.905714285714286
2011-04-16,13.252857142857142
2011-04-23,13.064285714285715
2011-04-30,11.49
2011-05-07,12.644285714285713
2011-05-14,22.80857142857143
2011-05-21,5.432857142857143
2011-05-28,4.272857142857142
2011-06-04,2.3428571428571425
2011-06-11,9.707142857142859
2011-06-18,4.9
2011-06-25,3.1128571428571425
2011-07-02,6.122857142857144
2011-07-09,5.478571428571428
2011-07-16,23.67142857142857
2011-07-23,0.8442857142857143
2011-07-30,6.53
2011-08-06,6.572857142857144
2011-08-13,4.741428571428572
2011-08-20,2.45
2011-08-27,5.295714285714285
2011-09-03,12.822857142857144
2011-09-10,6.087142857142857
2011-09-17,9.764285714285714
2011-09-24,8.757142857142856
2011-10-01,12.957142857142856
2011-10-08,6.347142857142857
2011-10-15,6.338571428571428
2011-10-22,4.314285714285714
2011-10-29,2.002857142857143
2011-11-05,9.134285714285715
2011-11-12,8.247142857142858
2011-11-19,5.4957142857142856
2011-11-26,10.98
2011-12-03,2.3628571428571425
2011-12-10,13.836666666666666
2011-12-17,13.628571428571428
2011-12-24,4.8925
2012-01-01,7.640000000000001
2012-01-08,14.001428571428573
2012-01-15,11.951428571428574
2012-01-22,7.852857142857141
2012-01-29,5.534285714285715
2012-02-05,1.2900000000000003
2012-02-12,5.764285714285714
2012-02-19,23.354285714285712
2012-02-26,19.40285714285714
2012-03-04,5.928571428571429
2012-03-11,9.875714285714285
2012-03-18,15.544285714285715
2012-03-25,21.207142857142856
2012-04-01,10.501428571428571
2012-04-08,8.434285714285716
2012-04-15,6.58
2012-04-22,7.915714285714286
2012-04-29,7.482857142857142
2012-05-06,7.057142857142858
2012-05-13,10.824285714285711
2012-05-20,5.25
2012-05-27,3.2199999999999998
2012-06-03,6.677142857142857
2012-06-10,8.56142857142857
2012-06-17,7.084285714285714
2012-06-24,7.9071428571428575
2012-07-01,19.282857142857143
2012-07-08,9.051428571428572
2012-07-15,9.264285714285714
2012-07-22,1.762857142857143
2012-07-29,10.352857142857143
2012-08-05,5.529999999999999
2012-08-12,5.774285714285713
2012-08-19,1.317142857142857
2012-08-26,3.8071428571428574
2012-09-02,8.505714285714285
2012-09-09,5.481428571428572
2012-09-16,1.7899999999999998
2012-09-23,11.72857142857143
2012-09-30,7.845714285714287
2012-10-07,6.222857142857142
2012-10-14,9.185714285714285
2012-10-21,7.0842857142857145
2012-10-28,9.784285714285714
2012-11-04,2.3314285714285714
2012-11-11,8.674285714285714
2012-11-18,4.404285714285715
2012-11-25,12.8675
2012-12-02,20.195714285714285
2012-12-09,10.55285714285714
2012-12-16,8.139999999999999
2012-12-23,9.469999999999999
2013-01-01,15.891428571428571
2013-01-08,8.22857142857143
2013-01-15,13.894285714285715
2013-01-22,6.218571428571429
2013-01-29,6.458571428571429
2013-02-05,6.922857142857143
2013-02-12,10.122857142857141
2013-02-19,5.598571428571428
2013-02-26,15.898571428571431
2013-03-05,9.054285714285713
2013-03-12,12.668571428571429
2013-03-19,14.924285714285714
2013-03-26,16.915714285714284
2013-04-02,11.491428571428571
2013-04-09,9.448571428571428
2013-04-16,10.152857142857142
2013-04-23,0.3257142857142857
2013-04-30,6.784285714285715
2013-05-07,8.27
2013-05-14,12.469999999999999
2013-05-21,5.8742857142857146
2013-05-28,7.171428571428572
2013-06-04,13.01142857142857
2013-06-11,6.475714285714285
2013-06-18,7.3999999999999995
2013-06-25,8.578000000000001
